Date,Source,Pred_Low,Pred_High,RangeWidth,RangeMid,Market_High,Market_Low,Full_Hit,High_Miss,Low_Miss,Both_Miss,High_Error,Low_Error,Abs_High_Error,Abs_Low_Error,Total_Error,High_Overshoot,Low_Overshoot
2024-12-02,timesnowbusiness_nifty50_3year.csv,25905.0,26949.0,1044.0,26427.0,24301.7,24008.65,False,False,True,False,-2647.2999999999993,1896.3499999999985,2647.2999999999993,1896.3499999999985,4543.649999999998,0,1896.3499999999985
2024-12-02,cnbc_nifty50_3year.csv,25961.0,26881.0,920.0,26421.0,24301.7,24008.65,False,False,True,False,-2579.2999999999993,1952.3499999999985,2579.2999999999993,1952.3499999999985,4531.649999999998,0,1952.3499999999985
2024-12-03,timesnowbusiness_nifty50_3year.csv,25988.0,26901.0,913.0,26444.5,24481.35,24280.0,False,False,True,False,-2419.6500000000015,1708.0,2419.6500000000015,1708.0,4127.6500000000015,0,1708.0
2024-12-03,economictimeslive_nifty50_3year.csv,25879.0,26989.0,1110.0,26434.0,24481.35,24280.0,False,False,True,False,-2507.6500000000015,1599.0,2507.6500000000015,1599.0,4106.6500000000015,0,1599.0
2024-12-03,etnow_nifty50_3year.csv,25918.0,26838.0,920.0,26378.0,24481.35,24280.0,False,False,True,False,-2356.6500000000015,1638.0,2356.6500000000015,1638.0,3994.6500000000015,0,1638.0
2024-12-03,indiatodaybusiness_nifty50_3year.csv,25891.0,26815.0,924.0,26353.0,24481.35,24280.0,False,False,True,False,-2333.6500000000015,1611.0,2333.6500000000015,1611.0,3944.6500000000015,0,1611.0
2024-12-03,mint_nifty50_3year.csv,25822.0,26858.0,1036.0,26340.0,24481.35,24280.0,False,False,True,False,-2376.6500000000015,1542.0,2376.6500000000015,1542.0,3918.6500000000015,0,1542.0
2024-12-03,cnbc_nifty50_3year.csv,25982.0,26984.0,1002.0,26483.0,24481.35,24280.0,False,False,True,False,-2502.6500000000015,1702.0,2502.6500000000015,1702.0,4204.6500000000015,0,1702.0
2024-12-03,ndtvprofit_nifty50_3year.csv,25955.0,26808.0,853.0,26381.5,24481.35,24280.0,False,False,True,False,-2326.6500000000015,1675.0,2326.6500000000015,1675.0,4001.6500000000015,0,1675.0
2024-12-03,bloomberg_nifty50_3year.csv,25849.0,26833.0,984.0,26341.0,24481.35,24280.0,False,False,True,False,-2351.6500000000015,1569.0,2351.6500000000015,1569.0,3920.6500000000015,0,1569.0
2024-12-03,financialexpress_nifty50_3year.csv,25982.0,26924.0,942.0,26453.0,24481.35,24280.0,False,False,True,False,-2442.6500000000015,1702.0,2442.6500000000015,1702.0,4144.6500000000015,0,1702.0
2024-12-03,moneycontrol_nifty50_3year.csv,25995.0,26982.0,987.0,26488.5,24481.35,24280.0,False,False,True,False,-2500.6500000000015,1715.0,2500.6500000000015,1715.0,4215.6500000000015,0,1715.0
2024-12-04,financialexpress_nifty50_3year.csv,25907.0,26811.0,904.0,26359.0,24573.2,24366.3,False,False,True,False,-2237.7999999999993,1540.7000000000007,2237.7999999999993,1540.7000000000007,3778.5,0,1540.7000000000007
2024-12-04,economictimeslive_nifty50_3year.csv,25964.0,26802.0,838.0,26383.0,24573.2,24366.3,False,False,True,False,-2228.7999999999993,1597.7000000000007,2228.7999999999993,1597.7000000000007,3826.5,0,1597.7000000000007
2024-12-04,bloomberg_nifty50_3year.csv,25858.0,26819.0,961.0,26338.5,24573.2,24366.3,False,False,True,False,-2245.7999999999993,1491.7000000000007,2245.7999999999993,1491.7000000000007,3737.5,0,1491.7000000000007
2024-12-04,indiatodaybusiness_nifty50_3year.csv,25985.0,26991.0,1006.0,26488.0,24573.2,24366.3,False,False,True,False,-2417.7999999999993,1618.7000000000007,2417.7999999999993,1618.7000000000007,4036.5,0,1618.7000000000007
2024-12-04,etnow_nifty50_3year.csv,25993.0,26997.0,1004.0,26495.0,24573.2,24366.3,False,False,True,False,-2423.7999999999993,1626.7000000000007,2423.7999999999993,1626.7000000000007,4050.5,0,1626.7000000000007
2024-12-04,timesnowbusiness_nifty50_3year.csv,25879.0,26958.0,1079.0,26418.5,24573.2,24366.3,False,False,True,False,-2384.7999999999993,1512.7000000000007,2384.7999999999993,1512.7000000000007,3897.5,0,1512.7000000000007
2024-12-04,moneycontrol_nifty50_3year.csv,25943.0,26905.0,962.0,26424.0,24573.2,24366.3,False,False,True,False,-2331.7999999999993,1576.7000000000007,2331.7999999999993,1576.7000000000007,3908.5,0,1576.7000000000007
2024-12-04,mint_nifty50_3year.csv,25852.0,26977.0,1125.0,26414.5,24573.2,24366.3,False,False,True,False,-2403.7999999999993,1485.7000000000007,2403.7999999999993,1485.7000000000007,3889.5,0,1485.7000000000007
2024-12-04,cnbc_nifty50_3year.csv,25890.0,26805.0,915.0,26347.5,24573.2,24366.3,False,False,True,False,-2231.7999999999993,1523.7000000000007,2231.7999999999993,1523.7000000000007,3755.5,0,1523.7000000000007
2024-12-04,ndtvprofit_nifty50_3year.csv,25906.0,26800.0,894.0,26353.0,24573.2,24366.3,False,False,True,False,-2226.7999999999993,1539.7000000000007,2226.7999999999993,1539.7000000000007,3766.5,0,1539.7000000000007
2024-12-05,timesnowbusiness_nifty50_3year.csv,25917.0,26834.0,917.0,26375.5,24857.75,24295.55,False,False,True,False,-1976.25,1621.4500000000007,1976.25,1621.4500000000007,3597.7000000000007,0,1621.4500000000007
2024-12-05,ndtvprofit_nifty50_3year.csv,25865.0,26806.0,941.0,26335.5,24857.75,24295.55,False,False,True,False,-1948.25,1569.4500000000007,1948.25,1569.4500000000007,3517.7000000000007,0,1569.4500000000007
2024-12-05,bloomberg_nifty50_3year.csv,25933.0,26892.0,959.0,26412.5,24857.75,24295.55,False,False,True,False,-2034.25,1637.4500000000007,2034.25,1637.4500000000007,3671.7000000000007,0,1637.4500000000007
2024-12-05,etnow_nifty50_3year.csv,25966.0,26971.0,1005.0,26468.5,24857.75,24295.55,False,False,True,False,-2113.25,1670.4500000000007,2113.25,1670.4500000000007,3783.7000000000007,0,1670.4500000000007
2024-12-05,moneycontrol_nifty50_3year.csv,25802.0,26898.0,1096.0,26350.0,24857.75,24295.55,False,False,True,False,-2040.25,1506.4500000000007,2040.25,1506.4500000000007,3546.7000000000007,0,1506.4500000000007
2024-12-05,financialexpress_nifty50_3year.csv,25800.0,26805.0,1005.0,26302.5,24857.75,24295.55,False,False,True,False,-1947.25,1504.4500000000007,1947.25,1504.4500000000007,3451.7000000000007,0,1504.4500000000007
2024-12-05,cnbc_nifty50_3year.csv,25870.0,26965.0,1095.0,26417.5,24857.75,24295.55,False,False,True,False,-2107.25,1574.4500000000007,2107.25,1574.4500000000007,3681.7000000000007,0,1574.4500000000007
2024-12-05,mint_nifty50_3year.csv,25990.0,26924.0,934.0,26457.0,24857.75,24295.55,False,False,True,False,-2066.25,1694.4500000000007,2066.25,1694.4500000000007,3760.7000000000007,0,1694.4500000000007
2024-12-05,indiatodaybusiness_nifty50_3year.csv,25811.0,26820.0,1009.0,26315.5,24857.75,24295.55,False,False,True,False,-1962.25,1515.4500000000007,1962.25,1515.4500000000007,3477.7000000000007,0,1515.4500000000007
2024-12-05,economictimeslive_nifty50_3year.csv,25975.0,26838.0,863.0,26406.5,24857.75,24295.55,False,False,True,False,-1980.25,1679.4500000000007,1980.25,1679.4500000000007,3659.7000000000007,0,1679.4500000000007
2024-12-06,cnbc_nifty50_3year.csv,25971.0,26812.0,841.0,26391.5,24751.05,24620.5,False,False,True,False,-2060.9500000000007,1350.5,2060.9500000000007,1350.5,3411.4500000000007,0,1350.5
2024-12-06,financialexpress_nifty50_3year.csv,25973.0,26811.0,838.0,26392.0,24751.05,24620.5,False,False,True,False,-2059.9500000000007,1352.5,2059.9500000000007,1352.5,3412.4500000000007,0,1352.5
2024-12-06,bloomberg_nifty50_3year.csv,25930.0,26966.0,1036.0,26448.0,24751.05,24620.5,False,False,True,False,-2214.9500000000007,1309.5,2214.9500000000007,1309.5,3524.4500000000007,0,1309.5
2024-12-06,mint_nifty50_3year.csv,25935.0,26862.0,927.0,26398.5,24751.05,24620.5,False,False,True,False,-2110.9500000000007,1314.5,2110.9500000000007,1314.5,3425.4500000000007,0,1314.5
2024-12-06,indiatodaybusiness_nifty50_3year.csv,25944.0,26831.0,887.0,26387.5,24751.05,24620.5,False,False,True,False,-2079.9500000000007,1323.5,2079.9500000000007,1323.5,3403.4500000000007,0,1323.5
2024-12-06,timesnowbusiness_nifty50_3year.csv,25902.0,26818.0,916.0,26360.0,24751.05,24620.5,False,False,True,False,-2066.9500000000007,1281.5,2066.9500000000007,1281.5,3348.4500000000007,0,1281.5
2024-12-06,moneycontrol_nifty50_3year.csv,25892.0,26956.0,1064.0,26424.0,24751.05,24620.5,False,False,True,False,-2204.9500000000007,1271.5,2204.9500000000007,1271.5,3476.4500000000007,0,1271.5
2024-12-06,economictimeslive_nifty50_3year.csv,25987.0,26993.0,1006.0,26490.0,24751.05,24620.5,False,False,True,False,-2241.9500000000007,1366.5,2241.9500000000007,1366.5,3608.4500000000007,0,1366.5
2024-12-06,etnow_nifty50_3year.csv,25947.0,26851.0,904.0,26399.0,24751.05,24620.5,False,False,True,False,-2099.9500000000007,1326.5,2099.9500000000007,1326.5,3426.4500000000007,0,1326.5
2024-12-06,ndtvprofit_nifty50_3year.csv,25819.0,26972.0,1153.0,26395.5,24751.05,24620.5,False,False,True,False,-2220.9500000000007,1198.5,2220.9500000000007,1198.5,3419.4500000000007,0,1198.5
2024-12-09,indiatodaybusiness_nifty50_3year.csv,25979.0,26884.0,905.0,26431.5,24705.0,24580.05,False,False,True,False,-2179.0,1398.9500000000007,2179.0,1398.9500000000007,3577.9500000000007,0,1398.9500000000007
2024-12-09,economictimeslive_nifty50_3year.csv,25943.0,26811.0,868.0,26377.0,24705.0,24580.05,False,False,True,False,-2106.0,1362.9500000000007,2106.0,1362.9500000000007,3468.9500000000007,0,1362.9500000000007
2024-12-09,mint_nifty50_3year.csv,25827.0,26819.0,992.0,26323.0,24705.0,24580.05,False,False,True,False,-2114.0,1246.9500000000007,2114.0,1246.9500000000007,3360.9500000000007,0,1246.9500000000007
2024-12-09,financialexpress_nifty50_3year.csv,25817.0,26854.0,1037.0,26335.5,24705.0,24580.05,False,False,True,False,-2149.0,1236.9500000000007,2149.0,1236.9500000000007,3385.9500000000007,0,1236.9500000000007
2024-12-09,ndtvprofit_nifty50_3year.csv,25965.0,26993.0,1028.0,26479.0,24705.0,24580.05,False,False,True,False,-2288.0,1384.9500000000007,2288.0,1384.9500000000007,3672.9500000000007,0,1384.9500000000007
2024-12-09,moneycontrol_nifty50_3year.csv,25903.0,26929.0,1026.0,26416.0,24705.0,24580.05,False,False,True,False,-2224.0,1322.9500000000007,2224.0,1322.9500000000007,3546.9500000000007,0,1322.9500000000007
2024-12-09,timesnowbusiness_nifty50_3year.csv,25805.0,26980.0,1175.0,26392.5,24705.0,24580.05,False,False,True,False,-2275.0,1224.9500000000007,2275.0,1224.9500000000007,3499.9500000000007,0,1224.9500000000007
2024-12-09,bloomberg_nifty50_3year.csv,25896.0,26809.0,913.0,26352.5,24705.0,24580.05,False,False,True,False,-2104.0,1315.9500000000007,2104.0,1315.9500000000007,3419.9500000000007,0,1315.9500000000007
2024-12-09,etnow_nifty50_3year.csv,25803.0,26824.0,1021.0,26313.5,24705.0,24580.05,False,False,True,False,-2119.0,1222.9500000000007,2119.0,1222.9500000000007,3341.9500000000007,0,1222.9500000000007
2024-12-09,cnbc_nifty50_3year.csv,25835.0,26982.0,1147.0,26408.5,24705.0,24580.05,False,False,True,False,-2277.0,1254.9500000000007,2277.0,1254.9500000000007,3531.9500000000007,0,1254.9500000000007
2024-12-10,cnbc_nifty50_3year.csv,25971.0,26881.0,910.0,26426.0,24677.8,24510.65,False,False,True,False,-2203.2000000000007,1460.3499999999985,2203.2000000000007,1460.3499999999985,3663.5499999999993,0,1460.3499999999985
2024-12-10,etnow_nifty50_3year.csv,25850.0,26856.0,1006.0,26353.0,24677.8,24510.65,False,False,True,False,-2178.2000000000007,1339.3499999999985,2178.2000000000007,1339.3499999999985,3517.5499999999993,0,1339.3499999999985
2024-12-10,moneycontrol_nifty50_3year.csv,25926.0,26973.0,1047.0,26449.5,24677.8,24510.65,False,False,True,False,-2295.2000000000007,1415.3499999999985,2295.2000000000007,1415.3499999999985,3710.5499999999993,0,1415.3499999999985
2024-12-10,ndtvprofit_nifty50_3year.csv,25948.0,26977.0,1029.0,26462.5,24677.8,24510.65,False,False,True,False,-2299.2000000000007,1437.3499999999985,2299.2000000000007,1437.3499999999985,3736.5499999999993,0,1437.3499999999985
2024-12-10,mint_nifty50_3year.csv,25951.0,26806.0,855.0,26378.5,24677.8,24510.65,False,False,True,False,-2128.2000000000007,1440.3499999999985,2128.2000000000007,1440.3499999999985,3568.5499999999993,0,1440.3499999999985
2024-12-10,financialexpress_nifty50_3year.csv,25864.0,26970.0,1106.0,26417.0,24677.8,24510.65,False,False,True,False,-2292.2000000000007,1353.3499999999985,2292.2000000000007,1353.3499999999985,3645.5499999999993,0,1353.3499999999985
2024-12-10,timesnowbusiness_nifty50_3year.csv,25928.0,26978.0,1050.0,26453.0,24677.8,24510.65,False,False,True,False,-2300.2000000000007,1417.3499999999985,2300.2000000000007,1417.3499999999985,3717.5499999999993,0,1417.3499999999985
2024-12-10,bloomberg_nifty50_3year.csv,25933.0,26820.0,887.0,26376.5,24677.8,24510.65,False,False,True,False,-2142.2000000000007,1422.3499999999985,2142.2000000000007,1422.3499999999985,3564.5499999999993,0,1422.3499999999985
2024-12-10,indiatodaybusiness_nifty50_3year.csv,25876.0,26860.0,984.0,26368.0,24677.8,24510.65,False,False,True,False,-2182.2000000000007,1365.3499999999985,2182.2000000000007,1365.3499999999985,3547.5499999999993,0,1365.3499999999985
2024-12-10,economictimeslive_nifty50_3year.csv,25981.0,26813.0,832.0,26397.0,24677.8,24510.65,False,False,True,False,-2135.2000000000007,1470.3499999999985,2135.2000000000007,1470.3499999999985,3605.5499999999993,0,1470.3499999999985
2024-12-11,moneycontrol_nifty50_3year.csv,25832.0,26811.0,979.0,26321.5,24691.75,24583.85,False,False,True,False,-2119.25,1248.1500000000015,2119.25,1248.1500000000015,3367.4000000000015,0,1248.1500000000015
2024-12-11,timesnowbusiness_nifty50_3year.csv,25836.0,26887.0,1051.0,26361.5,24691.75,24583.85,False,False,True,False,-2195.25,1252.1500000000015,2195.25,1252.1500000000015,3447.4000000000015,0,1252.1500000000015
2024-12-11,cnbc_nifty50_3year.csv,26000.0,26813.0,813.0,26406.5,24691.75,24583.85,False,False,True,False,-2121.25,1416.1500000000015,2121.25,1416.1500000000015,3537.4000000000015,0,1416.1500000000015
2024-12-11,etnow_nifty50_3year.csv,25856.0,26986.0,1130.0,26421.0,24691.75,24583.85,False,False,True,False,-2294.25,1272.1500000000015,2294.25,1272.1500000000015,3566.4000000000015,0,1272.1500000000015
2024-12-11,bloomberg_nifty50_3year.csv,25927.0,26901.0,974.0,26414.0,24691.75,24583.85,False,False,True,False,-2209.25,1343.1500000000015,2209.25,1343.1500000000015,3552.4000000000015,0,1343.1500000000015
2024-12-11,financialexpress_nifty50_3year.csv,25897.0,26888.0,991.0,26392.5,24691.75,24583.85,False,False,True,False,-2196.25,1313.1500000000015,2196.25,1313.1500000000015,3509.4000000000015,0,1313.1500000000015
2024-12-11,indiatodaybusiness_nifty50_3year.csv,25837.0,26879.0,1042.0,26358.0,24691.75,24583.85,False,False,True,False,-2187.25,1253.1500000000015,2187.25,1253.1500000000015,3440.4000000000015,0,1253.1500000000015
2024-12-11,economictimeslive_nifty50_3year.csv,25941.0,26933.0,992.0,26437.0,24691.75,24583.85,False,False,True,False,-2241.25,1357.1500000000015,2241.25,1357.1500000000015,3598.4000000000015,0,1357.1500000000015
2024-12-11,ndtvprofit_nifty50_3year.csv,25990.0,26885.0,895.0,26437.5,24691.75,24583.85,False,False,True,False,-2193.25,1406.1500000000015,2193.25,1406.1500000000015,3599.4000000000015,0,1406.1500000000015
2024-12-11,mint_nifty50_3year.csv,25819.0,26877.0,1058.0,26348.0,24691.75,24583.85,False,False,True,False,-2185.25,1235.1500000000015,2185.25,1235.1500000000015,3420.4000000000015,0,1235.1500000000015
2024-12-12,etnow_nifty50_3year.csv,25869.0,26969.0,1100.0,26419.0,24675.25,24527.95,False,False,True,False,-2293.75,1341.0499999999993,2293.75,1341.0499999999993,3634.7999999999993,0,1341.0499999999993
2024-12-12,cnbc_nifty50_3year.csv,25874.0,26939.0,1065.0,26406.5,24675.25,24527.95,False,False,True,False,-2263.75,1346.0499999999993,2263.75,1346.0499999999993,3609.7999999999993,0,1346.0499999999993
2024-12-12,ndtvprofit_nifty50_3year.csv,25920.0,26964.0,1044.0,26442.0,24675.25,24527.95,False,False,True,False,-2288.75,1392.0499999999993,2288.75,1392.0499999999993,3680.7999999999993,0,1392.0499999999993
2024-12-12,indiatodaybusiness_nifty50_3year.csv,25960.0,26801.0,841.0,26380.5,24675.25,24527.95,False,False,True,False,-2125.75,1432.0499999999993,2125.75,1432.0499999999993,3557.7999999999993,0,1432.0499999999993
2024-12-12,financialexpress_nifty50_3year.csv,25974.0,26989.0,1015.0,26481.5,24675.25,24527.95,False,False,True,False,-2313.75,1446.0499999999993,2313.75,1446.0499999999993,3759.7999999999993,0,1446.0499999999993
2024-12-12,timesnowbusiness_nifty50_3year.csv,25892.0,26815.0,923.0,26353.5,24675.25,24527.95,False,False,True,False,-2139.75,1364.0499999999993,2139.75,1364.0499999999993,3503.7999999999993,0,1364.0499999999993
2024-12-12,moneycontrol_nifty50_3year.csv,25832.0,27000.0,1168.0,26416.0,24675.25,24527.95,False,False,True,False,-2324.75,1304.0499999999993,2324.75,1304.0499999999993,3628.7999999999993,0,1304.0499999999993
2024-12-12,bloomberg_nifty50_3year.csv,25835.0,26827.0,992.0,26331.0,24675.25,24527.95,False,False,True,False,-2151.75,1307.0499999999993,2151.75,1307.0499999999993,3458.7999999999993,0,1307.0499999999993
2024-12-12,economictimeslive_nifty50_3year.csv,25872.0,26927.0,1055.0,26399.5,24675.25,24527.95,False,False,True,False,-2251.75,1344.0499999999993,2251.75,1344.0499999999993,3595.7999999999993,0,1344.0499999999993
2024-12-12,mint_nifty50_3year.csv,25875.0,26956.0,1081.0,26415.5,24675.25,24527.95,False,False,True,False,-2280.75,1347.0499999999993,2280.75,1347.0499999999993,3627.7999999999993,0,1347.0499999999993
2024-12-13,ndtvprofit_nifty50_3year.csv,25820.0,26831.0,1011.0,26325.5,24792.3,24180.8,False,False,True,False,-2038.7000000000007,1639.2000000000007,2038.7000000000007,1639.2000000000007,3677.9000000000015,0,1639.2000000000007
2024-12-13,moneycontrol_nifty50_3year.csv,25981.0,26975.0,994.0,26478.0,24792.3,24180.8,False,False,True,False,-2182.7000000000007,1800.2000000000007,2182.7000000000007,1800.2000000000007,3982.9000000000015,0,1800.2000000000007
2024-12-13,timesnowbusiness_nifty50_3year.csv,25899.0,26829.0,930.0,26364.0,24792.3,24180.8,False,False,True,False,-2036.7000000000007,1718.2000000000007,2036.7000000000007,1718.2000000000007,3754.9000000000015,0,1718.2000000000007
2024-12-13,mint_nifty50_3year.csv,25910.0,26816.0,906.0,26363.0,24792.3,24180.8,False,False,True,False,-2023.7000000000007,1729.2000000000007,2023.7000000000007,1729.2000000000007,3752.9000000000015,0,1729.2000000000007
2024-12-13,cnbc_nifty50_3year.csv,25964.0,26932.0,968.0,26448.0,24792.3,24180.8,False,False,True,False,-2139.7000000000007,1783.2000000000007,2139.7000000000007,1783.2000000000007,3922.9000000000015,0,1783.2000000000007
2024-12-13,etnow_nifty50_3year.csv,25970.0,26873.0,903.0,26421.5,24792.3,24180.8,False,False,True,False,-2080.7000000000007,1789.2000000000007,2080.7000000000007,1789.2000000000007,3869.9000000000015,0,1789.2000000000007
2024-12-13,indiatodaybusiness_nifty50_3year.csv,25845.0,26843.0,998.0,26344.0,24792.3,24180.8,False,False,True,False,-2050.7000000000007,1664.2000000000007,2050.7000000000007,1664.2000000000007,3714.9000000000015,0,1664.2000000000007
2024-12-13,financialexpress_nifty50_3year.csv,25868.0,26840.0,972.0,26354.0,24792.3,24180.8,False,False,True,False,-2047.7000000000007,1687.2000000000007,2047.7000000000007,1687.2000000000007,3734.9000000000015,0,1687.2000000000007
2024-12-13,economictimeslive_nifty50_3year.csv,25893.0,26806.0,913.0,26349.5,24792.3,24180.8,False,False,True,False,-2013.7000000000007,1712.2000000000007,2013.7000000000007,1712.2000000000007,3725.9000000000015,0,1712.2000000000007
2024-12-13,bloomberg_nifty50_3year.csv,25922.0,26879.0,957.0,26400.5,24792.3,24180.8,False,False,True,False,-2086.7000000000007,1741.2000000000007,2086.7000000000007,1741.2000000000007,3827.9000000000015,0,1741.2000000000007
2024-12-16,ndtvprofit_nifty50_3year.csv,25834.0,26914.0,1080.0,26374.0,24781.25,24601.75,False,False,True,False,-2132.75,1232.25,2132.75,1232.25,3365.0,0,1232.25
2024-12-16,bloomberg_nifty50_3year.csv,25805.0,26844.0,1039.0,26324.5,24781.25,24601.75,False,False,True,False,-2062.75,1203.25,2062.75,1203.25,3266.0,0,1203.25
2024-12-16,cnbc_nifty50_3year.csv,25948.0,26818.0,870.0,26383.0,24781.25,24601.75,False,False,True,False,-2036.75,1346.25,2036.75,1346.25,3383.0,0,1346.25
2024-12-16,indiatodaybusiness_nifty50_3year.csv,25998.0,26931.0,933.0,26464.5,24781.25,24601.75,False,False,True,False,-2149.75,1396.25,2149.75,1396.25,3546.0,0,1396.25
2024-12-16,economictimeslive_nifty50_3year.csv,25989.0,26800.0,811.0,26394.5,24781.25,24601.75,False,False,True,False,-2018.75,1387.25,2018.75,1387.25,3406.0,0,1387.25
2024-12-16,etnow_nifty50_3year.csv,25956.0,26943.0,987.0,26449.5,24781.25,24601.75,False,False,True,False,-2161.75,1354.25,2161.75,1354.25,3516.0,0,1354.25
2024-12-16,timesnowbusiness_nifty50_3year.csv,25856.0,26890.0,1034.0,26373.0,24781.25,24601.75,False,False,True,False,-2108.75,1254.25,2108.75,1254.25,3363.0,0,1254.25
2024-12-16,moneycontrol_nifty50_3year.csv,25911.0,26957.0,1046.0,26434.0,24781.25,24601.75,False,False,True,False,-2175.75,1309.25,2175.75,1309.25,3485.0,0,1309.25
2024-12-16,mint_nifty50_3year.csv,25949.0,26926.0,977.0,26437.5,24781.25,24601.75,False,False,True,False,-2144.75,1347.25,2144.75,1347.25,3492.0,0,1347.25
2024-12-16,financialexpress_nifty50_3year.csv,25885.0,26834.0,949.0,26359.5,24781.25,24601.75,False,False,True,False,-2052.75,1283.25,2052.75,1283.25,3336.0,0,1283.25
2024-12-17,mint_nifty50_3year.csv,25920.0,26978.0,1058.0,26449.0,24624.1,24303.45,False,False,True,False,-2353.9000000000015,1616.5499999999993,2353.9000000000015,1616.5499999999993,3970.4500000000007,0,1616.5499999999993
2024-12-17,bloomberg_nifty50_3year.csv,25919.0,26934.0,1015.0,26426.5,24624.1,24303.45,False,False,True,False,-2309.9000000000015,1615.5499999999993,2309.9000000000015,1615.5499999999993,3925.4500000000007,0,1615.5499999999993
