Date,Best_Source,Best_Distance,Best_WithinRange
2025-03-05,moneycontrol_nifty50_3year.csv,8156.299999999999,False
2025-03-06,indiatodaybusiness_nifty50_3year.csv,7927.700000000001,False
2025-03-07,bloomberg_nifty50_3year.csv,7581.450000000001,False
2025-03-10,moneycontrol_nifty50_3year.csv,7598.200000000001,False
2025-03-11,financialexpress_nifty50_3year.csv,7785.200000000001,False
2025-03-12,economictimeslive_nifty50_3year.csv,7746.049999999999,False
2025-03-13,economictimeslive_nifty50_3year.csv,7832.600000000002,False
2025-03-14,,,
2025-03-17,ndtvprofit_nifty50_3year.csv,7735.8499999999985,False
2025-03-18,bloomberg_nifty50_3year.csv,7235.0,False
2025-03-19,timesnowbusiness_nifty50_3year.csv,6897.3499999999985,False
2025-03-20,moneycontrol_nifty50_3year.csv,6515.3499999999985,False
2025-03-21,cnbc_nifty50_3year.csv,6094.5,False
2025-03-24,bloomberg_nifty50_3year.csv,5543.75,False
2025-03-25,moneycontrol_nifty50_3year.csv,5198.0,False
2025-03-26,cnbc_nifty50_3year.csv,5530.799999999999,False
2025-03-27,etnow_nifty50_3year.csv,5592.3499999999985,False
2025-03-28,cnbc_nifty50_3year.csv,5562.5999999999985,False
2025-04-01,bloomberg_nifty50_3year.csv,6032.449999999997,False
2025-04-02,mint_nifty50_3year.csv,6194.549999999999,False
2025-04-03,financialexpress_nifty50_3year.csv,6162.700000000001,False
2025-04-04,timesnowbusiness_nifty50_3year.csv,6575.8499999999985,False
2025-04-07,indiatodaybusiness_nifty50_3year.csv,8644.349999999999,False
2025-04-08,bloomberg_nifty50_3year.csv,7661.950000000001,False
2025-04-09,bloomberg_nifty50_3year.csv,7840.049999999999,False
2025-04-10,,,
2025-04-11,,,
2025-04-14,,,
2025-04-15,ndtvprofit_nifty50_3year.csv,6070.6500000000015,False
2025-04-16,moneycontrol_nifty50_3year.csv,5961.75,False
2025-04-17,,,
2025-04-18,,,
2025-04-21,,,
2025-04-22,mint_nifty50_3year.csv,4415.4000000000015,False
2025-04-23,bloomberg_nifty50_3year.csv,4157.75,False
2025-04-24,indiatodaybusiness_nifty50_3year.csv,4113.0,False
2025-04-25,financialexpress_nifty50_3year.csv,4424.700000000001,False
2025-04-28,cnbc_nifty50_3year.csv,4284.850000000002,False
2025-04-29,mint_nifty50_3year.csv,3917.5999999999985,False
2025-04-30,moneycontrol_nifty50_3year.csv,4077.0999999999985,False
2025-05-01,,,
2025-05-02,etnow_nifty50_3year.csv,3793.3499999999985,False
2025-05-05,indiatodaybusiness_nifty50_3year.csv,3709.949999999997,False
2025-05-06,etnow_nifty50_3year.csv,3851.5499999999993,False
2025-05-07,mint_nifty50_3year.csv,3976.4000000000015,False
2025-05-08,moneycontrol_nifty50_3year.csv,4035.5499999999993,False
2025-05-09,economictimeslive_nifty50_3year.csv,4585.0,False
2025-05-12,ndtvprofit_nifty50_3year.csv,3404.350000000002,False
2025-05-13,ndtvprofit_nifty50_3year.csv,3150.7000000000007,False
2025-05-14,ndtvprofit_nifty50_3year.csv,3368.9000000000015,False
2025-05-15,cnbc_nifty50_3year.csv,3168.2999999999993,False
2025-05-16,indiatodaybusiness_nifty50_3year.csv,2607.9500000000007,False
2025-05-19,mint_nifty50_3year.csv,2731.399999999998,False
2025-05-20,ndtvprofit_nifty50_3year.csv,3085.9500000000007,False
2025-05-21,financialexpress_nifty50_3year.csv,2990.4500000000007,False
2025-05-22,mint_nifty50_3year.csv,3417.0999999999985,False
2025-05-23,,,
2025-05-26,cnbc_nifty50_3year.csv,2710.2999999999993,False
2025-05-27,moneycontrol_nifty50_3year.csv,2941.0,False
2025-05-28,cnbc_nifty50_3year.csv,3123.7000000000007,False
2025-05-29,cnbc_nifty50_3year.csv,3152.100000000002,False
2025-05-30,indiatodaybusiness_nifty50_3year.csv,3123.649999999998,False
2025-06-02,moneycontrol_nifty50_3year.csv,3329.449999999997,False
2025-06-03,mint_nifty50_3year.csv,3291.75,False
2025-06-04,financialexpress_nifty50_3year.csv,3586.2999999999993,False
2025-06-05,moneycontrol_nifty50_3year.csv,3154.050000000003,False
2025-06-06,moneycontrol_nifty50_3year.csv,3030.0499999999993,False
2025-06-09,economictimeslive_nifty50_3year.csv,2373.75,False
2025-06-10,mint_nifty50_3year.csv,2470.25,False
2025-06-11,mint_nifty50_3year.csv,2340.2999999999993,False
2025-06-12,cnbc_nifty50_3year.csv,2590.899999999998,False
2025-06-13,moneycontrol_nifty50_3year.csv,3426.6500000000015,False
2025-06-16,ndtvprofit_nifty50_3year.csv,2990.300000000003,False
2025-06-17,bloomberg_nifty50_3year.csv,2928.25,False
2025-06-18,ndtvprofit_nifty50_3year.csv,2997.0,False
2025-06-19,bloomberg_nifty50_3year.csv,3129.5,False
2025-06-20,mint_nifty50_3year.csv,2772.149999999998,False
2025-06-23,economictimeslive_nifty50_3year.csv,2791.1500000000015,False
2025-06-24,indiatodaybusiness_nifty50_3year.csv,2335.5999999999985,False
2025-06-25,cnbc_nifty50_3year.csv,2270.1500000000015,False
2025-06-26,economictimeslive_nifty50_3year.csv,1925.7999999999993,False
2025-06-27,etnow_nifty50_3year.csv,1459.25,False
2025-06-30,,,
2025-07-01,moneycontrol_nifty50_3year.csv,1640.7999999999993,False
2025-07-02,cnbc_nifty50_3year.csv,1726.1500000000015,False
2025-07-03,mint_nifty50_3year.csv,1703.1500000000015,False
2025-07-04,cnbc_nifty50_3year.csv,1970.0999999999985,False
2025-07-07,timesnowbusiness_nifty50_3year.csv,1758.9500000000007,False
2025-07-08,financialexpress_nifty50_3year.csv,1705.7999999999993,False
2025-07-09,mint_nifty50_3year.csv,1648.9500000000007,False
2025-07-10,bloomberg_nifty50_3year.csv,1801.5,False
2025-07-11,bloomberg_nifty50_3year.csv,2218.5499999999993,False
2025-07-14,etnow_nifty50_3year.csv,2531.9500000000007,False
2025-07-15,timesnowbusiness_nifty50_3year.csv,2332.3499999999985,False
2025-07-16,indiatodaybusiness_nifty50_3year.csv,2310.6500000000015,False
2025-07-17,etnow_nifty50_3year.csv,2360.6500000000015,False
2025-07-18,financialexpress_nifty50_3year.csv,2663.75,False
2025-07-21,economictimeslive_nifty50_3year.csv,2664.2999999999993,False
2025-07-22,bloomberg_nifty50_3year.csv,2428.4500000000007,False
2025-07-23,ndtvprofit_nifty50_3year.csv,2376.0,False
2025-07-24,ndtvprofit_nifty50_3year.csv,2422.0499999999993,False
2025-07-25,indiatodaybusiness_nifty50_3year.csv,2825.300000000003,False
2025-07-28,ndtvprofit_nifty50_3year.csv,3142.2000000000007,False
2025-07-29,bloomberg_nifty50_3year.csv,3170.25,False
2025-07-30,mint_nifty50_3year.csv,2974.75,False
2025-07-31,economictimeslive_nifty50_3year.csv,3075.5,False
2025-08-01,timesnowbusiness_nifty50_3year.csv,3324.7999999999993,False
2025-08-04,financialexpress_nifty50_3year.csv,3351.75,False
2025-08-05,ndtvprofit_nifty50_3year.csv,3367.600000000002,False
2025-08-06,economictimeslive_nifty50_3year.csv,3426.399999999998,False
2025-08-07,etnow_nifty50_3year.csv,3659.649999999998,False
2025-08-08,cnbc_nifty50_3year.csv,3791.0,False
2025-08-11,etnow_nifty50_3year.csv,3706.7000000000007,False
2025-08-12,cnbc_nifty50_3year.csv,3480.75,False
2025-08-13,ndtvprofit_nifty50_3year.csv,3468.2000000000007,False
2025-08-14,cnbc_nifty50_3year.csv,3423.449999999997,False
2025-08-18,economictimeslive_nifty50_3year.csv,2796.1500000000015,False
2025-08-19,cnbc_nifty50_3year.csv,2865.399999999998,False
2025-08-20,timesnowbusiness_nifty50_3year.csv,2596.5999999999985,False
2025-08-21,economictimeslive_nifty50_3year.csv,2506.449999999997,False
2025-08-22,timesnowbusiness_nifty50_3year.csv,2701.0,False
2025-08-25,timesnowbusiness_nifty50_3year.csv,2812.100000000002,False
2025-08-26,mint_nifty50_3year.csv,3033.75,False
2025-08-28,timesnowbusiness_nifty50_3year.csv,3549.75,False
2025-08-29,etnow_nifty50_3year.csv,3759.8499999999985,False
2025-09-01,bloomberg_nifty50_3year.csv,3638.7000000000007,False
2025-09-02,indiatodaybusiness_nifty50_3year.csv,3333.550000000003,False
2025-09-03,indiatodaybusiness_nifty50_3year.csv,3417.75,False
2025-09-04,timesnowbusiness_nifty50_3year.csv,2957.0499999999993,False
2025-09-05,bloomberg_nifty50_3year.csv,3188.050000000003,False
2025-09-08,moneycontrol_nifty50_3year.csv,3014.9500000000007,False
2025-09-09,economictimeslive_nifty50_3year.csv,2963.2000000000007,False
2025-09-10,economictimeslive_nifty50_3year.csv,2756.25,False
2025-09-11,economictimeslive_nifty50_3year.csv,2696.5499999999993,False
2025-09-12,financialexpress_nifty50_3year.csv,2508.5,False
2025-09-15,indiatodaybusiness_nifty50_3year.csv,2509.7999999999993,False
2025-09-16,,,
2025-09-17,ndtvprofit_nifty50_3year.csv,2035.1500000000015,False
2025-09-18,ndtvprofit_nifty50_3year.csv,1860.7000000000007,False
2025-09-19,financialexpress_nifty50_3year.csv,2040.2999999999993,False
2025-09-22,etnow_nifty50_3year.csv,2161.25,False
2025-09-23,financialexpress_nifty50_3year.csv,2292.449999999997,False
2025-09-24,mint_nifty50_3year.csv,2470.7000000000007,False
2025-09-25,ndtvprofit_nifty50_3year.csv,2657.0,False
2025-09-26,economictimeslive_nifty50_3year.csv,3177.9500000000007,False
2025-09-29,economictimeslive_nifty50_3year.csv,3208.5,False
2025-09-30,cnbc_nifty50_3year.csv,3387.5,False
2025-10-01,economictimeslive_nifty50_3year.csv,3209.0999999999985,False
2025-10-03,ndtvprofit_nifty50_3year.csv,3039.6500000000015,False
2025-10-06,moneycontrol_nifty50_3year.csv,2676.399999999998,False
2025-10-07,ndtvprofit_nifty50_3year.csv,2394.7999999999993,False
2025-10-08,moneycontrol_nifty50_3year.csv,2433.0,False
2025-10-09,timesnowbusiness_nifty50_3year.csv,2515.4500000000007,False
2025-10-10,etnow_nifty50_3year.csv,2136.4000000000015,False
2025-10-13,etnow_nifty50_3year.csv,2333.4000000000015,False
2025-10-14,cnbc_nifty50_3year.csv,2291.100000000002,False
2025-10-15,indiatodaybusiness_nifty50_3year.csv,2105.5,False
2025-10-16,mint_nifty50_3year.csv,1620.75,False
2025-10-17,financialexpress_nifty50_3year.csv,1332.9000000000015,False
2025-10-20,financialexpress_nifty50_3year.csv,923.2999999999993,False
2025-10-21,mint_nifty50_3year.csv,910.4500000000007,True
2025-10-22,,,
2025-10-23,economictimeslive_nifty50_3year.csv,743.25,True
2025-10-24,mint_nifty50_3year.csv,1024.6499999999978,False
2025-10-27,economictimeslive_nifty50_3year.csv,847.0499999999993,False
2025-10-28,mint_nifty50_3year.csv,867.25,False
2025-10-29,bloomberg_nifty50_3year.csv,771.4500000000007,True
2025-10-30,economictimeslive_nifty50_3year.csv,810.2000000000007,True
2025-10-31,,,
2025-11-03,etnow_nifty50_3year.csv,1270.4000000000015,False
2025-11-04,mint_nifty50_3year.csv,1352.199999999997,False
2025-11-05,,,
2025-11-06,etnow_nifty50_3year.csv,1474.2999999999993,False
2025-11-07,economictimeslive_nifty50_3year.csv,1799.2999999999993,False
2025-11-10,economictimeslive_nifty50_3year.csv,1527.0499999999993,False
2025-11-11,etnow_nifty50_3year.csv,1560.9500000000007,False
2025-11-12,cnbc_nifty50_3year.csv,972.2999999999993,False
2025-11-13,moneycontrol_nifty50_3year.csv,817.8999999999978,False
2025-11-14,economictimeslive_nifty50_3year.csv,1001.0,False
2025-11-17,mint_nifty50_3year.csv,830.1499999999978,True
2025-11-18,timesnowbusiness_nifty50_3year.csv,809.6500000000015,False
2025-11-19,mint_nifty50_3year.csv,792.5499999999993,True
2025-11-20,etnow_nifty50_3year.csv,665.5499999999993,True
2025-11-21,bloomberg_nifty50_3year.csv,782.0,True
2025-11-24,economictimeslive_nifty50_3year.csv,762.0499999999993,False
2025-11-25,moneycontrol_nifty50_3year.csv,788.9000000000015,True
2025-11-26,economictimeslive_nifty50_3year.csv,613.8999999999978,False
2025-11-27,moneycontrol_nifty50_3year.csv,767.4500000000007,True
2025-11-28,bloomberg_nifty50_3year.csv,756.6500000000015,True
2025-12-01,,,
2025-12-02,,,
2025-12-03,,,
2025-12-04,,,
2025-12-05,,,
2025-12-08,,,
2025-12-09,,,
2025-12-10,,,
2025-12-11,,,
2025-12-12,,,
2025-12-15,,,
2025-12-16,,,
2025-12-17,,,
2025-12-18,,,
2025-12-19,,,
2025-12-22,,,
2025-12-23,,,
2025-12-24,,,
2025-12-26,,,
2025-12-29,,,
2025-12-30,,,
2025-12-31,,,
2026-01-01,,,
2026-01-02,,,
2026-01-05,,,
2026-01-06,,,
2026-01-07,,,
2026-01-08,,,
2026-01-09,,,
2026-01-12,,,
2026-01-13,,,
2026-01-14,,,
2026-01-15,,,
2026-01-16,,,
2026-01-19,,,
2026-01-20,,,
2026-01-21,,,
2026-01-22,,,
2026-01-23,,,
2026-01-27,,,
2026-01-28,,,
2026-01-29,,,
2026-01-30,,,
2026-02-02,,,
2026-02-03,,,
2026-02-04,,,
2026-02-05,,,
2026-02-06,,,
2026-02-09,,,
2026-02-10,,,
2026-02-11,,,
2026-02-12,,,
2026-02-13,,,
2026-02-16,,,
2026-02-17,,,
2026-02-18,,,
2026-02-19,,,
2026-02-20,,,
2026-02-23,,,
2026-02-24,,,
2026-02-25,,,
2026-02-26,,,
2026-02-27,,,
2026-03-02,,,
2026-03-03,,,
2026-03-04,,,
2026-03-05,,,
2026-03-06,,,
2026-03-09,,,
2026-03-10,,,
2026-03-11,,,
2026-03-12,,,
2026-03-13,,,
2026-03-16,,,
2026-03-17,,,
2026-03-18,,,
2026-03-19,,,
2026-03-20,,,
2026-03-23,,,
2026-03-24,,,
2026-03-26,,,
2026-03-27,,,
2026-03-30,,,
2026-03-31,,,
2026-04-01,,,
2026-04-03,,,
2026-04-06,,,
2026-04-07,,,
2026-04-08,,,
2026-04-09,,,
2026-04-13,,,
2026-04-15,,,
2026-04-16,,,
2026-04-17,,,
2026-04-20,,,
2026-04-21,,,
2026-04-22,,,
2026-04-23,,,
2026-04-24,,,
2026-04-27,,,
2026-04-28,,,
2026-04-29,,,
2026-04-30,,,
2026-05-01,,,
2026-05-04,,,
2026-05-05,,,
2026-05-06,,,
2026-05-07,,,
2026-05-08,,,
2026-05-11,,,
2026-05-12,,,
2026-05-13,,,
2026-05-14,,,
2026-05-18,,,
2026-05-19,,,
2026-05-20,,,
2026-05-21,,,
2026-05-22,,,
2026-05-25,,,
2026-05-27,,,
2026-05-28,,,
2026-05-29,,,
2026-06-01,,,
2026-06-02,,,
2026-06-03,,,
2026-06-04,,,
2026-06-05,,,
2026-06-08,,,
2026-06-09,,,
2026-06-10,,,
2026-06-11,,,
2026-06-12,,,
2026-06-15,,,
2026-06-16,,,
2026-06-17,,,
2026-06-18,,,
2026-06-19,,,
2026-06-22,,,
2026-06-23,,,
2026-06-24,,,
2026-06-25,,,
2026-06-26,,,
2026-06-29,,,
2026-06-30,,,
2026-07-01,,,
2026-07-02,,,
2026-07-03,,,
2026-07-06,,,
2026-07-07,,,
2026-07-08,,,
2026-07-09,,,
2026-07-10,,,
2026-07-13,,,
2026-07-14,,,
2026-07-15,,,
2026-07-16,,,
2026-07-20,,,
2026-07-21,,,
2026-07-22,,,
2026-07-23,,,
2026-07-24,,,
2026-07-27,,,
2026-07-28,,,
2026-07-29,,,
2026-07-30,,,
2026-07-31,,,
2026-08-03,,,
2026-08-04,,,
2026-08-05,,,
2026-08-06,,,
2026-08-07,,,
2026-08-10,,,
2026-08-11,,,
2026-08-12,,,
2026-08-13,,,
2026-08-14,,,
2026-08-17,,,
2026-08-18,,,
2026-08-19,,,
2026-08-20,,,
2026-08-21,,,
2026-08-24,,,
2026-08-25,,,
2026-08-26,,,
2026-08-27,,,
2026-08-28,,,
2026-08-31,,,
2026-09-01,,,
2026-09-03,,,
2026-09-04,,,
2026-09-07,,,
2026-09-08,,,
2026-09-09,,,
2026-09-10,,,
2026-09-11,,,
2026-09-14,,,
2026-09-15,,,
2026-09-16,,,
2026-09-17,,,
2026-09-18,,,
2026-09-21,,,
2026-09-22,,,
2026-09-23,,,
2026-09-24,,,
2026-09-25,,,
2026-09-28,,,
2026-09-29,,,
2026-09-30,,,
2026-10-01,,,
2026-10-06,,,
2026-10-07,,,
2026-10-08,,,
2026-10-09,,,
2026-10-12,,,
2026-10-13,,,
2026-10-14,,,
2026-10-15,,,
2026-10-16,,,
2026-10-19,,,
2026-10-20,,,
2026-10-21,,,
2026-10-22,,,
2026-10-23,,,
2026-10-26,,,
2026-10-27,,,
2026-10-28,,,
2026-10-29,,,
2026-10-30,,,
2026-11-02,,,
2026-11-03,,,
2026-11-04,,,
2026-11-05,,,
2026-11-06,,,
2026-11-09,,,
2026-11-10,,,
2026-11-12,,,
2026-11-13,,,
2026-11-16,,,
2026-11-17,,,
2026-11-18,,,
2026-11-19,,,
2026-11-20,,,
2026-11-23,,,
2026-11-24,,,
2026-11-25,,,
2026-11-26,,,
2026-11-27,,,
2026-11-30,,,
2026-12-01,,,
2026-12-02,,,
2026-12-03,,,
2026-12-04,,,
2026-12-07,,,
2026-12-08,,,
2026-12-09,,,
2026-12-10,,,
2026-12-11,,,
2026-12-14,,,
2026-12-15,,,
2026-12-16,,,
2026-12-17,,,
2026-12-18,,,
2026-12-21,,,
2026-12-22,,,
2026-12-23,,,
2026-12-24,,,
2026-12-28,,,
2026-12-29,,,
2026-12-30,,,
2026-12-31,,,
2027-01-01,,,
2027-01-04,,,
2027-01-05,,,
2027-01-06,,,
2027-01-07,,,
2027-01-08,,,
2027-01-11,,,
2027-01-12,,,
2027-01-13,,,
2027-01-14,,,
2027-01-15,,,
2027-01-18,,,
2027-01-19,,,
2027-01-20,,,
2027-01-21,,,
2027-01-22,,,
2027-01-25,,,
2027-01-26,,,
2027-01-27,,,
2027-01-28,,,
2027-01-29,,,
2027-02-01,,,
2027-02-02,,,
2027-02-03,,,
2027-02-04,,,
2027-02-05,,,
2027-02-08,,,
2027-02-09,,,
2027-02-10,,,
2027-02-11,,,
2027-02-12,,,
2027-02-15,,,
2027-02-16,,,
2027-02-17,,,
2027-02-18,,,
2027-02-19,,,
2027-02-22,,,
2027-02-23,,,
2027-02-24,,,
2027-02-25,,,
2027-02-26,,,
2027-03-01,,,
2027-03-02,,,
2027-03-03,,,
2027-03-04,,,
2027-03-05,,,
2027-03-08,,,
2027-03-09,,,
2027-03-10,,,
2027-03-11,,,
2027-03-12,,,
2027-03-15,,,
2027-03-16,,,
2027-03-17,,,
2027-03-18,,,
2027-03-19,,,
2027-03-22,,,
2027-03-23,,,
2027-03-24,,,
2027-03-25,,,
2027-03-26,,,
2027-03-29,,,
2027-03-30,,,
2027-03-31,,,
2027-04-01,,,
2027-04-02,,,
2027-04-05,,,
2027-04-06,,,
2027-04-07,,,
2027-04-08,,,
2027-04-09,,,
2027-04-12,,,
2027-04-13,,,
2027-04-14,,,
2027-04-15,,,
2027-04-16,,,
2027-04-19,,,
2027-04-20,,,
2027-04-21,,,
2027-04-22,,,
2027-04-23,,,
2027-04-26,,,
2027-04-27,,,
2027-04-28,,,
2027-04-29,,,
2027-04-30,,,
2027-05-03,,,
2027-05-04,,,
2027-05-05,,,
2027-05-06,,,
2027-05-07,,,
2027-05-10,,,
2027-05-11,,,
2027-05-12,,,
2027-05-13,,,
2027-05-14,,,
2027-05-17,,,
2027-05-18,,,
2027-05-19,,,
2027-05-20,,,
2027-05-21,,,
2027-05-24,,,
2027-05-25,,,
2027-05-26,,,
2027-05-27,,,
2027-05-28,,,
2027-05-31,,,
2027-06-01,,,
2027-06-02,,,
2027-06-03,,,
2027-06-04,,,
2027-06-07,,,
2027-06-08,,,
2027-06-09,,,
2027-06-10,,,
2027-06-11,,,
2027-06-14,,,
2027-06-15,,,
2027-06-16,,,
2027-06-17,,,
2027-06-18,,,
2027-06-21,,,
2027-06-22,,,
2027-06-23,,,
2027-06-24,,,
2027-06-25,,,
2027-06-28,,,
2027-06-29,,,
2027-06-30,,,
2027-07-01,,,
2027-07-02,,,
2027-07-05,,,
2027-07-06,,,
2027-07-07,,,
2027-07-08,,,
2027-07-09,,,
2027-07-12,,,
2027-07-13,,,
2027-07-14,,,
2027-07-15,,,
2027-07-16,,,
2027-07-19,,,
2027-07-20,,,
2027-07-21,,,
2027-07-22,,,
2027-07-23,,,
2027-07-26,,,
2027-07-27,,,
2027-07-28,,,
2027-07-29,,,
2027-07-30,,,
2027-08-02,,,
2027-08-03,,,
2027-08-04,,,
2027-08-05,,,
2027-08-06,,,
2027-08-09,,,
2027-08-10,,,
2027-08-11,,,
2027-08-12,,,
2027-08-13,,,
2027-08-16,,,
2027-08-17,,,
2027-08-18,,,
2027-08-19,,,
2027-08-20,,,
2027-08-23,,,
2027-08-24,,,
2027-08-25,,,
2027-08-26,,,
2027-08-27,,,
2027-08-30,,,
2027-08-31,,,
2027-09-01,,,
2027-09-02,,,
2027-09-03,,,
2027-09-06,,,
2027-09-07,,,
2027-09-08,,,
2027-09-09,,,
2027-09-10,,,
2027-09-13,,,
2027-09-14,,,
2027-09-15,,,
2027-09-16,,,
2027-09-17,,,
2027-09-20,,,
2027-09-21,,,
2027-09-22,,,
2027-09-23,,,
2027-09-24,,,
2027-09-27,,,
2027-09-28,,,
2027-09-29,,,
2027-09-30,,,
2027-10-01,,,
2027-10-04,,,
2027-10-05,,,
2027-10-06,,,
2027-10-07,,,
2027-10-08,,,
2027-10-11,,,
2027-10-12,,,
2027-10-13,,,
2027-10-14,,,
2027-10-15,,,
2027-10-18,,,
2027-10-19,,,
2027-10-20,,,
2027-10-21,,,
2027-10-22,,,
2027-10-25,,,
2027-10-26,,,
2027-10-27,,,
2027-10-28,,,
2027-10-29,,,
2027-11-01,,,
2027-11-02,,,
2027-11-03,,,
2027-11-04,,,
2027-11-05,,,
2027-11-08,,,
2027-11-09,,,
2027-11-10,,,
2027-11-11,,,
2027-11-12,,,
2027-11-15,,,
2027-11-16,,,
2027-11-17,,,
2027-11-18,,,
2027-11-19,,,
