Date ,Open ,High ,Low ,Close 
2024-12-19,23877.15,24004.9,23870.3,23951.7
2024-12-18,24297.95,24394.45,24149.85,24198.85
2024-12-17,24584.8,24624.1,24303.45,24336.0
2024-12-16,24753.4,24781.25,24601.75,24668.25
2024-12-13,24498.35,24792.3,24180.8,24768.3
2024-12-12,24604.45,24675.25,24527.95,24548.7
2024-12-11,24620.5,24691.75,24583.85,24641.8
2024-12-10,24652.65,24677.8,24510.65,24610.05
2024-12-09,24633.9,24705.0,24580.05,24619.0
2024-12-06,24729.45,24751.05,24620.5,24677.8
2024-12-05,24539.15,24857.75,24295.55,24708.4
2024-12-04,24488.75,24573.2,24366.3,24467.45
2024-12-03,24367.5,24481.35,24280.0,24457.15
2024-12-02,24140.85,24301.7,24008.65,24276.05
2024-11-29,23927.15,24188.45,23927.15,24131.1
