Date,Market_High,Market_Low,bloomberg_nifty50_3year.csv_Support,bloomberg_nifty50_3year.csv_Resistance,bloomberg_nifty50_3year.csv_Distance,cnbc_nifty50_3year.csv_Support,cnbc_nifty50_3year.csv_Resistance,cnbc_nifty50_3year.csv_Distance,economictimeslive_nifty50_3year.csv_Support,economictimeslive_nifty50_3year.csv_Resistance,economictimeslive_nifty50_3year.csv_Distance,etnow_nifty50_3year.csv_Support,etnow_nifty50_3year.csv_Resistance,etnow_nifty50_3year.csv_Distance,financialexpress_nifty50_3year.csv_Support,financialexpress_nifty50_3year.csv_Resistance,financialexpress_nifty50_3year.csv_Distance,indiatodaybusiness_nifty50_3year.csv_Support,indiatodaybusiness_nifty50_3year.csv_Resistance,indiatodaybusiness_nifty50_3year.csv_Distance,mint_nifty50_3year.csv_Support,mint_nifty50_3year.csv_Resistance,mint_nifty50_3year.csv_Distance,moneycontrol_nifty50_3year.csv_Support,moneycontrol_nifty50_3year.csv_Resistance,moneycontrol_nifty50_3year.csv_Distance,ndtvprofit_nifty50_3year.csv_Support,ndtvprofit_nifty50_3year.csv_Resistance,ndtvprofit_nifty50_3year.csv_Distance,timesnowbusiness_nifty50_3year.csv_Support,timesnowbusiness_nifty50_3year.csv_Resistance,timesnowbusiness_nifty50_3year.csv_Distance,Best_Source,Best_Distance
2025-01-15,23293.65,23146.45,25940.0,26912.0,6411.899999999998,25944.0,26929.0,6432.899999999998,25936.0,26879.0,6374.899999999998,25999.0,26987.0,6545.899999999998,25989.0,26828.0,6376.899999999998,25996.0,26895.0,6450.899999999998,25931.0,26806.0,6296.899999999998,25970.0,26933.0,6462.899999999998,25856.0,26872.0,6287.899999999998,25914.0,26869.0,6342.899999999998,ndtvprofit_nifty50_3year.csv,6287.899999999998
2025-01-16,23391.65,23272.05,25835.0,26835.0,6006.299999999999,25943.0,27000.0,6279.299999999999,25887.0,26959.0,6182.299999999999,25895.0,26965.0,6196.299999999999,25892.0,26970.0,6198.299999999999,25947.0,26804.0,6087.299999999999,25809.0,26930.0,6075.299999999999,25985.0,26807.0,6128.299999999999,25882.0,26995.0,6213.299999999999,25918.0,26881.0,6135.299999999999,bloomberg_nifty50_3year.csv,6006.299999999999
2025-01-17,23292.1,23100.35,25832.0,26926.0,6365.550000000003,25866.0,26909.0,6382.550000000003,25862.0,26825.0,6294.550000000003,25888.0,26815.0,6310.550000000003,25802.0,26805.0,6214.550000000003,25958.0,26994.0,6559.550000000003,25940.0,26885.0,6432.550000000003,25980.0,26981.0,6568.550000000003,25971.0,26956.0,6534.550000000003,25904.0,26859.0,6370.550000000003,financialexpress_nifty50_3year.csv,6214.550000000003
2025-01-20,23391.1,23170.65,25891.0,26923.0,6252.25,25805.0,26882.0,6125.25,25812.0,26877.0,6127.25,25827.0,26956.0,6221.25,25965.0,26931.0,6334.25,25887.0,26859.0,6184.25,25942.0,26907.0,6287.25,25871.0,26981.0,6290.25,25968.0,26880.0,6286.25,25991.0,26809.0,6238.25,cnbc_nifty50_3year.csv,6125.25
2025-01-21,23426.3,22976.85,25937.0,26896.0,6429.850000000002,25982.0,26993.0,6571.850000000002,25990.0,26843.0,6429.850000000002,25841.0,26885.0,6322.850000000002,25839.0,26973.0,6408.850000000002,25947.0,26824.0,6367.850000000002,25861.0,26898.0,6355.850000000002,25844.0,26953.0,6393.850000000002,25964.0,26989.0,6549.850000000002,25806.0,26855.0,6257.850000000002,timesnowbusiness_nifty50_3year.csv,6257.850000000002
2025-01-22,23169.55,22981.3,25980.0,26884.0,6713.1500000000015,25967.0,26875.0,6691.1500000000015,25837.0,26939.0,6625.1500000000015,25895.0,26967.0,6711.1500000000015,25856.0,26993.0,6698.1500000000015,25800.0,26995.0,6644.1500000000015,25981.0,26805.0,6635.1500000000015,25928.0,26883.0,6660.1500000000015,25833.0,26994.0,6676.1500000000015,25826.0,26941.0,6616.1500000000015,timesnowbusiness_nifty50_3year.csv,6616.1500000000015
2025-01-23,23270.8,23090.65,25831.0,26986.0,6455.549999999999,25852.0,26983.0,6473.549999999999,25918.0,26813.0,6369.549999999999,25882.0,26879.0,6399.549999999999,25850.0,26872.0,6360.549999999999,25874.0,26802.0,6314.549999999999,25984.0,26937.0,6559.549999999999,25901.0,26958.0,6497.549999999999,25969.0,26936.0,6543.549999999999,25958.0,26807.0,6403.549999999999,indiatodaybusiness_nifty50_3year.csv,6314.549999999999
2025-01-24,23347.3,23050.0,25958.0,26833.0,6393.700000000001,25802.0,26865.0,6269.700000000001,25859.0,26817.0,6278.700000000001,25949.0,27000.0,6551.700000000001,25986.0,26890.0,6478.700000000001,25991.0,26934.0,6527.700000000001,25989.0,26932.0,6523.700000000001,25980.0,26991.0,6573.700000000001,25804.0,26855.0,6261.700000000001,25890.0,26901.0,6393.700000000001,ndtvprofit_nifty50_3year.csv,6261.700000000001
2025-01-27,23007.45,22786.9,25830.0,26938.0,6973.649999999998,25905.0,26814.0,6924.649999999998,25845.0,26933.0,6983.649999999998,25975.0,26892.0,7072.649999999998,25854.0,26888.0,6947.649999999998,25910.0,26846.0,6961.649999999998,25866.0,26800.0,6871.649999999998,25978.0,26944.0,7127.649999999998,25815.0,26992.0,7012.649999999998,25802.0,26800.0,6807.649999999998,timesnowbusiness_nifty50_3year.csv,6807.649999999998
2025-01-28,23137.95,22857.65,25801.0,26869.0,6674.399999999998,25887.0,26824.0,6715.399999999998,25910.0,26883.0,6797.399999999998,25838.0,26941.0,6783.399999999998,25815.0,26883.0,6702.399999999998,25939.0,26857.0,6800.399999999998,25989.0,26803.0,6796.399999999998,25830.0,26842.0,6676.399999999998,25825.0,26909.0,6738.399999999998,25847.0,26855.0,6706.399999999998,bloomberg_nifty50_3year.csv,6674.399999999998
2025-01-29,23183.35,22976.5,25936.0,26876.0,6652.1500000000015,25803.0,26807.0,6450.1500000000015,25882.0,26976.0,6698.1500000000015,25858.0,26918.0,6616.1500000000015,25815.0,26864.0,6519.1500000000015,25825.0,26834.0,6499.1500000000015,25903.0,26923.0,6666.1500000000015,25972.0,26837.0,6649.1500000000015,25919.0,26929.0,6688.1500000000015,25988.0,26972.0,6800.1500000000015,cnbc_nifty50_3year.csv,6450.1500000000015
2025-01-30,23322.05,23139.2,25951.0,26865.0,6354.75,25916.0,26865.0,6319.75,25812.0,26880.0,6230.75,25933.0,26914.0,6385.75,25845.0,26802.0,6185.75,25836.0,26990.0,6364.75,25849.0,26898.0,6285.75,25950.0,26834.0,6322.75,25959.0,26947.0,6444.75,25980.0,26990.0,6508.75,financialexpress_nifty50_3year.csv,6185.75
2025-01-31,23546.8,23277.4,25940.0,26975.0,6090.799999999999,25948.0,26992.0,6115.799999999999,25958.0,26815.0,5948.799999999999,25914.0,26915.0,6004.799999999999,25905.0,26922.0,6002.799999999999,25960.0,26860.0,5995.799999999999,25921.0,26894.0,5990.799999999999,25807.0,26873.0,5855.799999999999,25839.0,26920.0,5934.799999999999,25895.0,26896.0,5966.799999999999,moneycontrol_nifty50_3year.csv,5855.799999999999
2025-02-01,23632.45,23318.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,23381.6,23222.0,25834.0,26876.0,6106.4000000000015,25896.0,26810.0,6102.4000000000015,25943.0,26907.0,6246.4000000000015,25847.0,26875.0,6118.4000000000015,25977.0,26829.0,6202.4000000000015,25931.0,26844.0,6171.4000000000015,25885.0,26853.0,6134.4000000000015,25969.0,26815.0,6180.4000000000015,25803.0,26899.0,6098.4000000000015,25925.0,26803.0,6124.4000000000015,ndtvprofit_nifty50_3year.csv,6098.4000000000015
2025-02-04,23762.75,23423.15,25932.0,26940.0,5686.0999999999985,25959.0,26929.0,5702.0999999999985,25895.0,26949.0,5658.0999999999985,25849.0,26846.0,5509.0999999999985,25910.0,26958.0,5682.0999999999985,25977.0,26821.0,5612.0999999999985,25977.0,26986.0,5777.0999999999985,25946.0,26909.0,5669.0999999999985,25853.0,26832.0,5499.0999999999985,25925.0,26885.0,5624.0999999999985,ndtvprofit_nifty50_3year.csv,5499.0999999999985
2025-02-05,23807.3,23680.45,25997.0,26882.0,5391.25,25983.0,26891.0,5386.25,25826.0,26861.0,5199.25,25801.0,26936.0,5249.25,25925.0,26927.0,5364.25,25808.0,26858.0,5178.25,25824.0,26909.0,5245.25,25982.0,26983.0,5477.25,25830.0,26861.0,5203.25,25999.0,26910.0,5421.25,indiatodaybusiness_nifty50_3year.csv,5178.25
2025-02-06,23773.55,23556.25,25922.0,26819.0,5411.200000000001,25856.0,26914.0,5440.200000000001,25816.0,26890.0,5376.200000000001,25890.0,26862.0,5422.200000000001,25966.0,26992.0,5628.200000000001,25831.0,26971.0,5472.200000000001,25971.0,26930.0,5571.200000000001,25988.0,26861.0,5519.200000000001,25877.0,26904.0,5451.200000000001,25995.0,26884.0,5549.200000000001,economictimeslive_nifty50_3year.csv,5376.200000000001
2025-02-07,23694.5,23443.2,25926.0,26920.0,5708.299999999999,25839.0,26891.0,5592.299999999999,25855.0,26957.0,5674.299999999999,25996.0,26981.0,5839.299999999999,25930.0,26954.0,5746.299999999999,25856.0,26952.0,5670.299999999999,25863.0,26891.0,5616.299999999999,25914.0,26816.0,5592.299999999999,25877.0,26854.0,5593.299999999999,25852.0,26990.0,5704.299999999999,cnbc_nifty50_3year.csv,5592.299999999999
2025-02-10,23568.6,23316.3,25965.0,26923.0,6003.100000000002,25813.0,26915.0,5843.100000000002,25967.0,26957.0,6039.100000000002,25992.0,26844.0,5951.100000000002,25803.0,26902.0,5820.100000000002,25868.0,26978.0,5961.100000000002,25950.0,26803.0,5868.100000000002,25989.0,26984.0,6088.100000000002,25872.0,26923.0,5910.100000000002,25928.0,26912.0,5955.100000000002,financialexpress_nifty50_3year.csv,5820.100000000002
2025-02-11,23390.05,22986.65,25984.0,26880.0,6487.299999999999,25861.0,26905.0,6389.299999999999,25873.0,26966.0,6462.299999999999,25949.0,26915.0,6487.299999999999,25964.0,26943.0,6530.299999999999,25805.0,26894.0,6322.299999999999,25819.0,26848.0,6290.299999999999,25810.0,26906.0,6339.299999999999,25809.0,26867.0,6299.299999999999,25812.0,26842.0,6277.299999999999,timesnowbusiness_nifty50_3year.csv,6277.299999999999
2025-02-12,23144.7,22798.35,25842.0,26955.0,6853.950000000001,25858.0,26809.0,6723.950000000001,25839.0,26844.0,6739.950000000001,25908.0,26811.0,6775.950000000001,25992.0,26806.0,6854.950000000001,25987.0,26851.0,6894.950000000001,25933.0,26989.0,6978.950000000001,25914.0,26974.0,6944.950000000001,25925.0,26809.0,6790.950000000001,25849.0,26916.0,6821.950000000001,cnbc_nifty50_3year.csv,6723.950000000001
2025-02-13,23235.5,22992.2,25974.0,26989.0,6735.299999999999,25900.0,26811.0,6483.299999999999,25961.0,26888.0,6621.299999999999,25919.0,26978.0,6669.299999999999,25915.0,26914.0,6601.299999999999,25911.0,26914.0,6597.299999999999,25981.0,26849.0,6602.299999999999,25819.0,26817.0,6408.299999999999,25914.0,26920.0,6606.299999999999,25885.0,26931.0,6588.299999999999,moneycontrol_nifty50_3year.csv,6408.299999999999
2025-02-14,23133.7,22774.85,25975.0,26886.0,6952.450000000001,25948.0,26803.0,6842.450000000001,25931.0,26965.0,6987.450000000001,25837.0,26998.0,6926.450000000001,25886.0,26914.0,6891.450000000001,25889.0,26958.0,6938.450000000001,25861.0,26874.0,6826.450000000001,25976.0,26970.0,7037.450000000001,25802.0,26815.0,6708.450000000001,25839.0,26857.0,6787.450000000001,ndtvprofit_nifty50_3year.csv,6708.450000000001
2025-02-17,22974.2,22725.45,25890.0,26855.0,7045.3499999999985,25872.0,26820.0,6992.3499999999985,25863.0,26877.0,7040.3499999999985,25809.0,26878.0,6987.3499999999985,25868.0,26886.0,7054.3499999999985,25863.0,26877.0,7040.3499999999985,25803.0,26875.0,6978.3499999999985,25898.0,26923.0,7121.3499999999985,25968.0,26987.0,7255.3499999999985,25934.0,26860.0,7094.3499999999985,mint_nifty50_3year.csv,6978.3499999999985
2025-02-18,22992.5,22801.5,25899.0,26909.0,7014.0,25872.0,26934.0,7012.0,25992.0,26970.0,7168.0,25998.0,26878.0,7082.0,25974.0,26814.0,6994.0,25850.0,26853.0,6909.0,25972.0,26831.0,7009.0,25874.0,26952.0,7032.0,25973.0,26889.0,7068.0,25934.0,26916.0,7056.0,indiatodaybusiness_nifty50_3year.csv,6909.0
