Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Mint,SELL,25839.0,24881.06,26143.75,1:3.14,3.71%,BULLISH,Head & Shoulders | Downside Risk,25870,26855,DOWNSIDE: 172 points,"Chemical sector focus | Atul, Bayer gains on exports",25870 - 26855
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Mint,BUY,25930.2,26667.83,25544.25,1:1.91,2.84%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25985,26904,UPSIDE: 82 points,FII flows remain positive | Foreign buying continues,25985 - 26904
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Mint,BUY,26598.4,27147.02,26228.37,1:1.48,2.06%,BULLISH,Bullish Engulfing | Support at 26000,25931,26806,UPSIDE: 166 points,Cement stocks stable | UltraTech holding ground,25931 - 26806
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Mint,SELL,26290.6,25320.68,26762.98,1:2.05,3.69%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25809,26930,DOWNSIDE: 132 points,Cement stocks stable | UltraTech holding ground,25809 - 26930
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Mint,SELL,26342.8,25690.4,26855.78,1:1.27,2.48%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25940,26885,DOWNSIDE: 170 points,Telecom strength | Bharti Airtel gains on tariff hikes,25940 - 26885
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Mint,BUY,26002.0,26781.64,25549.19,1:1.72,3.0%,STRONG BULLISH,Moving Average Crossover | Trend Change,25942,26907,UPSIDE: 167 points,"Chemical sector focus | Atul, Bayer gains on exports",25942 - 26907
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Mint,SELL,26167.2,25301.25,26496.66,1:2.63,3.31%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25861,26898,DOWNSIDE: 93 points,"FMCG holding support | ITC, HUL steady amid volatility",25861 - 26898
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Mint,BUY,25705.4,26659.65,25399.15,1:3.12,3.71%,NEUTRAL,RSI Overbought | Consolidation Zone,25981,26805,UPSIDE: 184 points,FII flows remain positive | Foreign buying continues,25981 - 26805
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Mint,SELL,26279.6,25050.98,26750.76,1:2.61,4.68%,BULLISH,RSI Overbought | Consolidation Zone,25984,26937,DOWNSIDE: 175 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25984 - 26937
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Mint,BUY,26131.8,27229.86,25663.69,1:2.35,4.2%,BULLISH,Triangle Breakout | Directional Move,25989,26932,UPSIDE: 164 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25989 - 26932
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Mint,SELL,26348.0,25628.01,26708.56,1:2.0,2.73%,BULLISH,Bullish Engulfing | Support at 26000,25866,26800,DOWNSIDE: 72 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25866 - 26800
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,Mint,BUY,26062.2,26591.52,25711.53,1:1.51,2.03%,NEUTRAL,Head & Shoulders | Downside Risk,25989,26803,UPSIDE: 60 points,Telecom strength | Bharti Airtel gains on tariff hikes,25989 - 26803
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,Mint,BUY,26006.4,26731.8,25535.75,1:1.54,2.79%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25903,26923,UPSIDE: 83 points,DII support strong | Domestic funds accumulating,25903 - 26923
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,Mint,BUY,25687.6,26807.72,25279.6,1:2.75,4.36%,BULLISH,Head & Shoulders | Downside Risk,25849,26898,UPSIDE: 84 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25849 - 26898
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,Mint,SELL,25770.8,24668.07,26285.29,1:2.14,4.28%,NEUTRAL,Head & Shoulders | Downside Risk,25921,26894,DOWNSIDE: 149 points,"FMCG holding support | ITC, HUL steady amid volatility",25921 - 26894
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,Mint,SELL,26633.0,25496.79,27093.72,1:2.47,4.27%,MODERATELY BULLISH,Support Breach | Watch 25800,25885,26853,DOWNSIDE: 116 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25885 - 26853
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,Mint,BUY,26369.2,27323.97,26037.75,1:2.88,3.62%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25977,26986,UPSIDE: 55 points,FII flows remain positive | Foreign buying continues,25977 - 26986
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,Mint,SELL,26479.4,25662.16,26782.16,1:2.7,3.09%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25824,26909,DOWNSIDE: 161 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25824 - 26909
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,Mint,SELL,26617.6,25777.53,27071.07,1:1.85,3.16%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25971,26930,DOWNSIDE: 102 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25971 - 26930
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,Mint,BUY,26246.8,27209.87,25876.87,1:2.6,3.67%,BULLISH,Bullish Engulfing | Support at 26000,25863,26891,UPSIDE: 105 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25863 - 26891
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,Mint,SELL,26086.0,25083.36,26373.43,1:3.49,3.84%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25950,26803,DOWNSIDE: 192 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25950 - 26803
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,Mint,SELL,26359.2,25470.9,26715.4,1:2.49,3.37%,NEUTRAL,Bearish Divergence | Profit Taking,25819,26848,DOWNSIDE: 90 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25819 - 26848
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,Mint,BUY,26022.4,26645.82,25682.47,1:1.83,2.4%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25933,26989,UPSIDE: 69 points,Q3 earnings season | Corporate profits robust,25933 - 26989
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,Mint,SELL,26112.6,25204.14,26573.41,1:1.97,3.48%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25981,26849,DOWNSIDE: 187 points,FII flows remain positive | Foreign buying continues,25981 - 26849
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,Mint,BUY,25855.8,26483.52,25521.58,1:1.88,2.43%,STRONG BULLISH,Bearish Divergence | Profit Taking,25861,26874,UPSIDE: 82 points,"Realty sector gaining traction | DLF, Oberoi up",25861 - 26874
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,Mint,SELL,25807.0,24536.33,26130.26,1:3.93,4.92%,STRONG BULLISH,Head & Shoulders | Downside Risk,25803,26875,DOWNSIDE: 121 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25803 - 26875
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,Mint,BUY,26422.2,27336.06,26063.78,1:2.55,3.46%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25972,26831,UPSIDE: 192 points,"FMCG holding support | ITC, HUL steady amid volatility",25972 - 26831
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,Mint,BUY,26640.4,27680.67,26318.0,1:3.23,3.9%,NEUTRAL,Bearish Divergence | Profit Taking,25911,26899,UPSIDE: 180 points,FII flows remain positive | Foreign buying continues,25911 - 26899
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,Mint,SELL,26409.6,25645.82,26731.28,1:2.37,2.89%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25970,26982,DOWNSIDE: 117 points,Q3 earnings season | Corporate profits robust,25970 - 26982
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,Mint,SELL,25842.8,25070.98,26121.37,1:2.77,2.99%,STRONG BULLISH,Head & Shoulders | Downside Risk,25829,26823,DOWNSIDE: 159 points,"FMCG holding support | ITC, HUL steady amid volatility",25829 - 26823
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,Mint,BUY,26255.0,27424.99,25850.83,1:2.89,4.46%,NEUTRAL,Bullish Engulfing | Support at 26000,25946,26890,UPSIDE: 196 points,Telecom strength | Bharti Airtel gains on tariff hikes,25946 - 26890
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,Mint,SELL,26425.2,25361.58,26788.79,1:2.93,4.03%,STRONG BULLISH,Golden Cross | Resistance at 27000,25931,26994,DOWNSIDE: 126 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25931 - 26994
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,Mint,SELL,26225.4,25127.65,26491.76,1:4.12,4.19%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25840,26872,DOWNSIDE: 142 points,"FMCG holding support | ITC, HUL steady amid volatility",25840 - 26872
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,Mint,BUY,25800.6,26708.41,25534.14,1:3.41,3.52%,BULLISH,Golden Cross | Resistance at 27000,25879,26801,UPSIDE: 88 points,DII support strong | Domestic funds accumulating,25879 - 26801
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,Mint,BUY,26692.8,27599.05,26305.9,1:2.34,3.4%,STRONG BULLISH,Golden Cross | Resistance at 27000,25958,26854,UPSIDE: 131 points,Q3 earnings season | Corporate profits robust,25958 - 26854
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,Mint,SELL,26541.0,25970.59,26854.81,1:1.82,2.15%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25997,26824,DOWNSIDE: 140 points,Q3 earnings season | Corporate profits robust,25997 - 26824
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,Mint,SELL,26499.2,25803.37,26933.72,1:1.6,2.63%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25918,26941,DOWNSIDE: 92 points,DII support strong | Domestic funds accumulating,25918 - 26941
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,Mint,BUY,26103.4,26863.22,25646.84,1:1.66,2.91%,BULLISH,Support Breach | Watch 25800,25923,26856,UPSIDE: 178 points,"Chemical sector focus | Atul, Bayer gains on exports",25923 - 26856
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,Mint,BUY,26663.6,27240.19,26385.89,1:2.08,2.16%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25947,26996,UPSIDE: 124 points,Q3 earnings season | Corporate profits robust,25947 - 26996
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,Mint,SELL,26077.8,25168.36,26501.25,1:2.15,3.49%,NEUTRAL,Support Breach | Watch 25800,25803,26978,DOWNSIDE: 130 points,FII flows remain positive | Foreign buying continues,25803 - 26978
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,Mint,BUY,26524.0,27666.34,26084.02,1:2.6,4.31%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25843,26905,UPSIDE: 177 points,"FMCG holding support | ITC, HUL steady amid volatility",25843 - 26905
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,Mint,SELL,26589.2,25331.12,27003.19,1:3.04,4.73%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25808,26967,DOWNSIDE: 157 points,"Realty sector gaining traction | DLF, Oberoi up",25808 - 26967
2025-03-12,Wednesday,March,9:00 AM - MARKET OPEN,Mint,BUY,26321.4,27445.93,25864.31,1:2.46,4.27%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25865,26880,UPSIDE: 61 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25865 - 26880
2025-03-13,Thursday,March,9:00 AM - MARKET OPEN,Mint,SELL,26712.6,25762.32,27090.63,1:2.51,3.56%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25932,26871,DOWNSIDE: 71 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25932 - 26871
2025-03-14,Friday,March,9:00 AM - MARKET OPEN,Mint,BUY,26312.8,27419.12,25944.16,1:3.0,4.2%,BULLISH,Higher High-Higher Low | Bull Run Continues,25853,26934,UPSIDE: 143 points,Q3 earnings season | Corporate profits robust,25853 - 26934
2025-03-17,Monday,March,9:00 AM - MARKET OPEN,Mint,BUY,26532.0,27207.66,26096.88,1:1.55,2.55%,BULLISH,Golden Cross | Resistance at 27000,25867,26867,UPSIDE: 154 points,Telecom strength | Bharti Airtel gains on tariff hikes,25867 - 26867
2025-03-18,Tuesday,March,9:00 AM - MARKET OPEN,Mint,SELL,25979.2,24729.96,26498.66,1:2.4,4.81%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25877,26839,DOWNSIDE: 69 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25877 - 26839
2025-03-19,Wednesday,March,9:00 AM - MARKET OPEN,Mint,BUY,25936.4,26519.2,25526.53,1:1.42,2.25%,BULLISH,Higher High-Higher Low | Bull Run Continues,25942,26818,UPSIDE: 111 points,"Realty sector gaining traction | DLF, Oberoi up",25942 - 26818
2025-03-20,Thursday,March,9:00 AM - MARKET OPEN,Mint,BUY,26453.6,26997.34,26162.54,1:1.87,2.06%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25949,26998,UPSIDE: 51 points,FII flows remain positive | Foreign buying continues,25949 - 26998
2025-03-21,Friday,March,9:00 AM - MARKET OPEN,Mint,SELL,26530.8,25709.22,26845.94,1:2.61,3.1%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25904,26891,DOWNSIDE: 149 points,Telecom strength | Bharti Airtel gains on tariff hikes,25904 - 26891
2025-03-24,Monday,March,9:00 AM - MARKET OPEN,Mint,BUY,26142.0,26868.78,25672.02,1:1.55,2.78%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25865,26938,UPSIDE: 197 points,"Chemical sector focus | Atul, Bayer gains on exports",25865 - 26938
2025-03-25,Tuesday,March,9:00 AM - MARKET OPEN,Mint,SELL,25840.2,25194.05,26202.79,1:1.78,2.5%,STRONG BULLISH,Golden Cross | Resistance at 27000,25979,26805,DOWNSIDE: 182 points,DII support strong | Domestic funds accumulating,25979 - 26805
2025-03-26,Wednesday,March,9:00 AM - MARKET OPEN,Mint,BUY,26171.4,27475.74,25702.77,1:2.78,4.98%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25913,26842,UPSIDE: 59 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25913 - 26842
2025-03-27,Thursday,March,9:00 AM - MARKET OPEN,Mint,SELL,25779.6,25176.84,26218.16,1:1.37,2.34%,BULLISH,Head & Shoulders | Downside Risk,25842,26936,DOWNSIDE: 182 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25842 - 26936
2025-03-28,Friday,March,9:00 AM - MARKET OPEN,Mint,BUY,26347.8,27423.54,25943.32,1:2.66,4.08%,STRONG BULLISH,Moving Average Crossover | Trend Change,25976,26981,UPSIDE: 139 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25976 - 26981
2025-04-01,Tuesday,April,9:00 AM - MARKET OPEN,Mint,BUY,26191.0,26948.13,25889.6,1:2.51,2.89%,NEUTRAL,Double Bottom | Reversal Expected,25835,26916,UPSIDE: 139 points,"FMCG holding support | ITC, HUL steady amid volatility",25835 - 26916
2025-04-02,Wednesday,April,9:00 AM - MARKET OPEN,Mint,SELL,26031.2,25311.58,26452.16,1:1.71,2.76%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25822,26881,DOWNSIDE: 94 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25822 - 26881
2025-04-03,Thursday,April,9:00 AM - MARKET OPEN,Mint,BUY,26576.4,27631.79,26309.38,1:3.95,3.97%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25814,26826,UPSIDE: 83 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25814 - 26826
2025-04-04,Friday,April,9:00 AM - MARKET OPEN,Mint,SELL,25796.6,24824.09,26112.57,1:3.08,3.77%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25853,26998,DOWNSIDE: 100 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25853 - 26998
2025-04-07,Monday,April,9:00 AM - MARKET OPEN,Mint,BUY,26077.8,26868.74,25775.2,1:2.61,3.03%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25879,26981,UPSIDE: 173 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25879 - 26981
2025-04-08,Tuesday,April,9:00 AM - MARKET OPEN,Mint,BUY,26441.0,27415.67,25977.4,1:2.1,3.69%,BULLISH,Double Bottom | Reversal Expected,25936,26915,UPSIDE: 113 points,"Realty sector gaining traction | DLF, Oberoi up",25936 - 26915
2025-04-09,Wednesday,April,9:00 AM - MARKET OPEN,Mint,BUY,26566.2,27514.88,26153.06,1:2.3,3.57%,BULLISH,Head & Shoulders | Downside Risk,25961,26927,UPSIDE: 118 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25961 - 26927
2025-04-10,Thursday,April,9:00 AM - MARKET OPEN,Mint,BUY,26441.4,27349.93,26151.46,1:3.13,3.44%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25861,26956,UPSIDE: 53 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25861 - 26956
2025-04-14,Monday,April,9:00 AM - MARKET OPEN,Mint,SELL,26563.6,25683.56,26945.44,1:2.3,3.31%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25938,26953,DOWNSIDE: 180 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25938 - 26953
2025-04-15,Tuesday,April,9:00 AM - MARKET OPEN,Mint,SELL,26756.8,25674.24,27243.66,1:2.22,4.05%,BULLISH,Double Bottom | Reversal Expected,25877,26853,DOWNSIDE: 118 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25877 - 26853
2025-04-16,Wednesday,April,9:00 AM - MARKET OPEN,Mint,BUY,26147.0,26883.87,25715.24,1:1.71,2.82%,NEUTRAL,RSI Overbought | Consolidation Zone,25932,26882,UPSIDE: 151 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25932 - 26882
2025-04-18,Friday,April,9:00 AM - MARKET OPEN,Mint,BUY,26152.2,27358.71,25779.67,1:3.24,4.61%,BULLISH,Golden Cross | Resistance at 27000,25878,26870,UPSIDE: 157 points,"Realty sector gaining traction | DLF, Oberoi up",25878 - 26870
